datetime,machineID,volt,rotate,pressure,vibration,failure,maintenance,error,replace_comp1,cycle_comp1,ttf_comp1,replace_comp2,cycle_comp2,ttf_comp2,replace_comp3,cycle_comp3,ttf_comp3,replace_comp4,cycle_comp4,ttf_comp4
01/01/2015 23:00,1,172.5353962,511.8863643,91.32942907,32.24883237,,,,False,17,78,False,17,2598,False,17,438,False,17,78
02/01/2015 00:00,1,180.0974946,486.7123039,96.73391515,38.89677573,,,,False,18,77,False,18,2597,False,18,437,False,18,77
02/01/2015 01:00,1,169.6058544,519.4528121,78.88077957,40.15687491,,,,False,19,76,False,19,2596,False,19,436,False,19,76
02/01/2015 02:00,1,167.1291175,427.0507681,91.69989877,44.6423514,,,,False,20,75,False,20,2595,False,20,435,False,20,75
02/01/2015 03:00,1,158.2714003,422.8110517,92.43913192,39.78191709,,,,False,21,74,False,21,2594,False,21,434,False,21,74
02/01/2015 04:00,1,200.8724298,403.2359508,96.53548653,32.51683764,,,,False,22,73,False,22,2593,False,22,433,False,22,73
02/01/2015 05:00,1,181.2575218,495.7779578,93.43929005,52.35587614,,,,False,23,72,False,23,2592,False,23,432,False,23,72
02/01/2015 06:00,1,197.3631245,446.9439473,114.3420608,29.52766452,,,,False,24,71,False,24,2591,False,24,431,False,24,71
02/01/2015 07:00,1,171.2008946,384.6459616,103.3732933,35.79656614,,,,False,25,70,False,25,2590,False,25,430,False,25,70
02/01/2015 08:00,1,160.5288605,486.4590561,86.94427269,42.99250944,,,,False,26,69,False,26,2589,False,26,429,False,26,69
02/01/2015 09:00,1,147.3006782,420.6107918,110.4089847,34.20304225,,,,False,27,68,False,27,2588,False,27,428,False,27,68
02/01/2015 10:00,1,160.4585025,412.9656956,90.7113545,36.96376626,,,,False,28,67,False,28,2587,False,28,427,False,28,67
02/01/2015 11:00,1,173.394523,439.5794598,97.67582686,37.11710256,,,,False,29,66,False,29,2586,False,29,426,False,29,66
02/01/2015 12:00,1,185.2053552,445.6064467,105.9932466,47.86248424,,,,False,30,65,False,30,2585,False,30,425,False,30,65
02/01/2015 13:00,1,173.791252,385.3549238,99.50681883,42.92133626,,,,False,31,64,False,31,2584,False,31,424,False,31,64
02/01/2015 14:00,1,152.4207753,497.8406201,101.6416915,30.66518414,,,,False,32,63,False,32,2583,False,32,423,False,32,63
02/01/2015 15:00,1,180.0307149,486.8935931,93.7438266,43.09975844,,,,False,33,62,False,33,2582,False,33,422,False,33,62
02/01/2015 16:00,1,145.248486,495.3764492,111.9505873,37.42227213,,,,False,34,61,False,34,2581,False,34,421,False,34,61
02/01/2015 17:00,1,164.5122163,424.5426326,102.4855298,42.24337433,,,,False,35,60,False,35,2580,False,35,420,False,35,60
02/01/2015 18:00,1,165.2582251,493.1614285,127.0144977,45.13519397,,,,False,36,59,False,36,2579,False,36,419,False,36,59
02/01/2015 19:00,1,140.7763093,432.0437733,99.82449701,31.27932091,,,,False,37,58,False,37,2578,False,37,418,False,37,58
02/01/2015 20:00,1,183.8008628,414.2742951,86.32375989,37.78983368,,,,False,38,57,False,38,2577,False,38,417,False,38,57
02/01/2015 21:00,1,160.6569261,446.6138426,115.3133119,35.944564,,,,False,39,56,False,39,2576,False,39,416,False,39,56
02/01/2015 22:00,1,164.9894503,418.0697914,80.66828673,42.6386787,,,,False,40,55,False,40,2575,False,40,415,False,40,55
02/01/2015 23:00,1,190.9272184,437.9604413,85.26024735,40.56620182,,,,False,41,54,False,41,2574,False,41,414,False,41,54
03/01/2015 00:00,1,179.5501162,502.7874563,109.9660202,41.73069767,,,,False,42,53,False,42,2573,False,42,413,False,42,53
03/01/2015 01:00,1,168.3735245,489.9108978,114.0424062,36.09265642,,,,False,43,52,False,43,2572,False,43,412,False,43,52
03/01/2015 02:00,1,177.7064417,521.8379364,101.5280331,35.46844404,,,,False,44,51,False,44,2571,False,44,411,False,44,51
03/01/2015 03:00,1,175.9890771,510.2569761,92.36287247,36.37603366,,,,False,45,50,False,45,2570,False,45,410,False,45,50
03/01/2015 04:00,1,194.9428467,418.8422713,95.89631223,47.16364845,,,,False,46,49,False,46,2569,False,46,409,False,46,49
03/01/2015 05:00,1,174.1384011,489.2503152,91.92630609,32.3236161,,,,False,47,48,False,47,2568,False,47,408,False,47,48
03/01/2015 06:00,1,177.5940893,459.9566698,96.65162442,52.99732688,,,,False,48,47,False,48,2567,False,48,407,False,48,47
03/01/2015 07:00,1,175.2132796,486.4948038,104.4329622,47.87580372,,,error1,False,49,46,False,49,2566,False,49,406,False,49,46
03/01/2015 08:00,1,164.3414353,568.9723103,94.48853315,49.02358461,,,,False,50,45,False,50,2565,False,50,405,False,50,45
03/01/2015 09:00,1,171.4642919,454.3179588,85.24660951,47.69846355,,,,False,51,44,False,51,2564,False,51,404,False,51,44
03/01/2015 10:00,1,194.5811697,448.3602591,98.39061771,50.60214119,,,,False,52,43,False,52,2563,False,52,403,False,52,43
03/01/2015 11:00,1,156.8661129,405.8698402,98.6408163,54.69816262,,,,False,53,42,False,53,2562,False,53,402,False,53,42
03/01/2015 12:00,1,171.8264,439.8414888,87.87487125,55.76809656,,,,False,54,41,False,54,2561,False,54,401,False,54,41
03/01/2015 13:00,1,190.4319599,427.6758878,116.0084041,55.06211046,,,,False,55,40,False,55,2560,False,55,400,False,55,40
03/01/2015 14:00,1,166.4806837,487.4226764,90.42389187,66.76451473,,,,False,56,39,False,56,2559,False,56,399,False,56,39
03/01/2015 15:00,1,154.1992579,469.8543126,85.75554623,47.94679272,,,,False,57,38,False,57,2558,False,57,398,False,57,38
03/01/2015 16:00,1,156.9532459,462.0241817,106.3467179,48.82030086,,,,False,58,37,False,58,2557,False,58,397,False,58,37
03/01/2015 17:00,1,164.1480946,429.8221435,104.5321236,43.78868155,,,,False,59,36,False,59,2556,False,59,396,False,59,36
03/01/2015 18:00,1,157.2897489,416.0350041,93.10698556,48.41435912,,,,False,60,35,False,60,2555,False,60,395,False,60,35
03/01/2015 19:00,1,166.0904091,425.8034313,87.68541785,57.92805735,,,,False,61,34,False,61,2554,False,61,394,False,61,34
03/01/2015 20:00,1,163.7837044,520.5826944,97.16098389,56.44248773,,,error3,False,62,33,False,62,2553,False,62,393,False,62,33
03/01/2015 21:00,1,167.254238,382.541315,104.485227,39.27356747,,,,False,63,32,False,63,2552,False,63,392,False,63,32
03/01/2015 22:00,1,176.1058415,428.3258218,107.2668715,52.36467547,,,,False,64,31,False,64,2551,False,64,391,False,64,31
03/01/2015 23:00,1,179.3694969,374.1271481,87.73743523,49.15397246,,,,False,65,30,False,65,2550,False,65,390,False,65,30
04/01/2015 00:00,1,195.1730862,436.1736201,103.8332384,49.94710205,,,,False,66,29,False,66,2549,False,66,389,False,66,29
04/01/2015 01:00,1,168.9695952,467.2859046,117.1482273,58.39205017,,,,False,67,28,False,67,2548,False,67,388,False,67,28
04/01/2015 02:00,1,165.1874013,475.1269368,114.584421,57.54901573,,,,False,68,27,False,68,2547,False,68,387,False,68,27
04/01/2015 03:00,1,192.0650858,506.5951286,113.6723006,57.80916166,,,,False,69,26,False,69,2546,False,69,386,False,69,26
04/01/2015 04:00,1,195.564941,384.1389048,106.5528278,49.65739163,,,,False,70,25,False,70,2545,False,70,385,False,70,25
04/01/2015 05:00,1,170.6486606,464.1897259,103.7429474,58.45766734,,,,False,71,24,False,71,2544,False,71,384,False,71,24
04/01/2015 06:00,1,165.0101402,448.4688379,97.70962953,48.23894111,,,error5,False,72,23,False,72,2543,False,72,383,False,72,23
04/01/2015 07:00,1,142.6664687,433.2794987,118.8534524,54.84873059,,,,False,73,22,False,73,2542,False,73,382,False,73,22
04/01/2015 08:00,1,191.168936,479.6151363,101.9996629,52.8825673,,,,False,74,21,False,74,2541,False,74,381,False,74,21
04/01/2015 09:00,1,157.4362635,438.0913114,113.1009147,53.69554359,,,,False,75,20,False,75,2540,False,75,380,False,75,20
04/01/2015 10:00,1,153.1435581,440.1626846,94.52489372,57.41107765,,,,False,76,19,False,76,2539,False,76,379,False,76,19
04/01/2015 11:00,1,215.6564883,458.0977462,95.03627986,51.64798081,,,,False,77,18,False,77,2538,False,77,378,False,77,18
04/01/2015 12:00,1,173.5253196,421.7283893,100.6175273,50.45829652,,,,False,78,17,False,78,2537,False,78,377,False,78,17
04/01/2015 13:00,1,169.5011208,454.4601142,91.67557563,45.95134908,,,,False,79,16,False,79,2536,False,79,376,False,79,16
04/01/2015 14:00,1,129.0167072,479.4577206,111.5750378,49.39841168,,,,False,80,15,False,80,2535,False,80,375,False,80,15
04/01/2015 15:00,1,168.5031412,455.5368678,83.68983663,43.91786206,,,,False,81,14,False,81,2534,False,81,374,False,81,14
04/01/2015 16:00,1,184.640476,365.2138038,87.47400906,52.04815236,,,,False,82,13,False,82,2533,False,82,373,False,82,13
04/01/2015 17:00,1,176.2080337,517.3485328,82.40081785,46.95049227,,,,False,83,12,False,83,2532,False,83,372,False,83,12
04/01/2015 18:00,1,183.6848324,414.4811638,111.6846591,56.83716523,,,,False,84,11,False,84,2531,False,84,371,False,84,11
04/01/2015 19:00,1,199.755983,425.8325604,107.3350797,41.67488668,,,,False,85,10,False,85,2530,False,85,370,False,85,10
04/01/2015 20:00,1,187.5366277,427.7639702,103.1599632,50.14651529,,,,False,86,9,False,86,2529,False,86,369,False,86,9
04/01/2015 21:00,1,162.3689448,458.4918675,95.74868343,50.24004544,,,,False,87,8,False,87,2528,False,87,368,False,87,8
04/01/2015 22:00,1,180.5627027,447.1013997,89.26013052,51.94191441,,,,False,88,7,False,88,2527,False,88,367,False,88,7
04/01/2015 23:00,1,167.0237559,471.1949873,89.47427082,62.46410274,,,,False,89,6,False,89,2526,False,89,366,False,89,6
05/01/2015 00:00,1,161.9289382,376.7196052,89.96958837,58.08748781,,,,False,90,5,False,90,2525,False,90,365,False,90,5
05/01/2015 01:00,1,127.1636202,430.4751849,95.6671783,46.84559982,,,,False,91,4,False,91,2524,False,91,364,False,91,4
05/01/2015 02:00,1,158.1552972,429.3462168,94.89258922,58.22515067,,,,False,92,3,False,92,2523,False,92,363,False,92,3
05/01/2015 03:00,1,177.3172195,461.8012455,103.0563445,49.8946467,,,,False,93,2,False,93,2522,False,93,362,False,93,2
05/01/2015 04:00,1,202.5204881,387.0053177,94.68620789,45.20234743,,,,False,94,1,False,94,2521,False,94,361,False,94,1
05/01/2015 05:00,1,177.5104192,469.7873011,100.4984262,59.57725075,,,,False,95,0,False,95,2520,False,95,360,False,95,0
05/01/2015 06:00,1,179.3031531,499.7779624,111.8330276,52.38309672,comp4,"comp4,comp1",,True,0,359,False,96,2519,False,96,359,True,0,719
05/01/2015 07:00,1,155.5114518,498.3984348,103.0681344,33.27041506,,,,False,1,358,False,97,2518,False,97,358,False,1,718
05/01/2015 08:00,1,172.4398206,392.1249586,108.1351588,39.47749749,,,,False,2,357,False,98,2517,False,98,357,False,2,717
05/01/2015 09:00,1,138.8264369,451.3489671,126.4645802,38.25746195,,,,False,3,356,False,99,2516,False,99,356,False,3,716
05/01/2015 10:00,1,177.2784023,403.1993889,100.8586135,38.77602118,,,,False,4,355,False,100,2515,False,100,355,False,4,715
05/01/2015 11:00,1,180.4515317,494.6814076,103.8103596,39.82276278,,,,False,5,354,False,101,2514,False,101,354,False,5,714
05/01/2015 12:00,1,172.7827087,433.7739523,118.8936029,52.15428058,,,,False,6,353,False,102,2513,False,102,353,False,6,713
05/01/2015 13:00,1,180.5110027,429.0586856,107.3146081,39.23246869,,,,False,7,352,False,103,2512,False,103,352,False,7,712
05/01/2015 14:00,1,174.6752154,396.7578317,111.505227,33.1560114,,,,False,8,351,False,104,2511,False,104,351,False,8,711
05/01/2015 15:00,1,181.4069354,575.5051894,102.0080823,38.0540357,,,,False,9,350,False,105,2510,False,105,350,False,9,710
05/01/2015 16:00,1,197.6369544,448.4679151,78.72196127,34.36774697,,,,False,10,349,False,106,2509,False,106,349,False,10,709
05/01/2015 17:00,1,186.6854426,438.0371212,86.17184873,37.2913723,,,,False,11,348,False,107,2508,False,107,348,False,11,708
05/01/2015 18:00,1,170.4899594,469.4733847,90.43487046,42.11183304,,,,False,12,347,False,108,2507,False,108,347,False,12,707
05/01/2015 19:00,1,153.2832655,510.5023286,112.6920411,40.70078289,,,,False,13,346,False,109,2506,False,109,346,False,13,706
05/01/2015 20:00,1,176.2708673,465.0802457,109.3354178,33.17529685,,,,False,14,345,False,110,2505,False,110,345,False,14,705
05/01/2015 21:00,1,163.9964714,517.7257135,109.3537597,41.08338952,,,,False,15,344,False,111,2504,False,111,344,False,15,704
05/01/2015 22:00,1,192.4023965,492.0276552,95.68675962,40.97766684,,,,False,16,343,False,112,2503,False,112,343,False,16,703
05/01/2015 23:00,1,145.8937859,444.6699822,101.6563489,47.8028486,,,,False,17,342,False,113,2502,False,113,342,False,17,702
06/01/2015 00:00,1,163.7637232,471.3046334,115.8958421,45.62217,,,,False,18,341,False,114,2501,False,114,341,False,18,701
06/01/2015 01:00,1,176.3301256,503.1306467,113.5489042,42.28714857,,,,False,19,340,False,115,2500,False,115,340,False,19,700
06/01/2015 02:00,1,167.723952,471.4363014,106.0438069,32.81396692,,,,False,20,339,False,116,2499,False,116,339,False,20,699
06/01/2015 03:00,1,160.9077333,508.2013157,90.15214113,33.33154859,,,,False,21,338,False,117,2498,False,117,338,False,21,698
06/01/2015 04:00,1,165.429184,466.0206167,94.66952243,41.19153144,,,,False,22,337,False,118,2497,False,118,337,False,22,697
06/01/2015 05:00,1,179.4430415,459.9300354,108.5971066,42.64242746,,,,False,23,336,False,119,2496,False,119,336,False,23,696
06/01/2015 06:00,1,183.4275797,437.6282276,94.0061046,37.98500513,,,,False,24,335,False,120,2495,False,120,335,False,24,695
06/01/2015 07:00,1,179.9031895,461.1927516,93.00254831,42.87735863,,,,False,25,334,False,121,2494,False,121,334,False,25,694
06/01/2015 08:00,1,204.1022528,441.4330813,106.6925607,38.01913459,,,,False,26,333,False,122,2493,False,122,333,False,26,693
06/01/2015 09:00,1,187.6024636,474.8355302,92.96573492,46.09297728,,,,False,27,332,False,123,2492,False,123,332,False,27,692
06/01/2015 10:00,1,174.3156459,360.448017,97.29482592,39.50379005,,,,False,28,331,False,124,2491,False,124,331,False,28,691
06/01/2015 11:00,1,160.1034486,443.687932,100.198833,45.84221293,,,,False,29,330,False,125,2490,False,125,330,False,29,690
06/01/2015 12:00,1,213.787102,498.4255476,87.23414921,47.82911761,,,,False,30,329,False,126,2489,False,126,329,False,30,689
06/01/2015 13:00,1,180.1612325,461.5888722,96.57454891,37.78225037,,,,False,31,328,False,127,2488,False,127,328,False,31,688
06/01/2015 14:00,1,159.7351948,459.2583023,107.0917214,45.94451969,,,,False,32,327,False,128,2487,False,128,327,False,32,687
06/01/2015 15:00,1,172.7973812,345.4185134,95.62566888,44.504175,,,,False,33,326,False,129,2486,False,129,326,False,33,686
06/01/2015 16:00,1,165.1341005,507.8568475,104.4082416,36.66330723,,,,False,34,325,False,130,2485,False,130,325,False,34,685
06/01/2015 17:00,1,165.8794367,474.1572525,106.622136,36.28055972,,,,False,35,324,False,131,2484,False,131,324,False,35,684
06/01/2015 18:00,1,155.9974499,395.1803123,111.9770648,42.04566687,,,,False,36,323,False,132,2483,False,132,323,False,36,683
06/01/2015 19:00,1,171.7526802,392.6990493,110.8596441,40.60908715,,,,False,37,322,False,133,2482,False,133,322,False,37,682
06/01/2015 20:00,1,174.7874036,466.5149073,119.0531135,39.14570697,,,,False,38,321,False,134,2481,False,134,321,False,38,681
06/01/2015 21:00,1,153.8368682,495.1429421,102.8206852,45.88408899,,,,False,39,320,False,135,2480,False,135,320,False,39,680
06/01/2015 22:00,1,121.502718,428.6932513,103.4733958,45.86250695,,,,False,40,319,False,136,2479,False,136,319,False,40,679
06/01/2015 23:00,1,166.1768802,486.559454,98.25566704,45.40605948,,,,False,41,318,False,137,2478,False,137,318,False,41,678
07/01/2015 00:00,1,170.4427675,458.1091048,105.4234889,46.09114488,,,,False,42,317,False,138,2477,False,138,317,False,42,677
07/01/2015 01:00,1,178.9141066,475.5265797,80.11991815,42.91634313,,,,False,43,316,False,139,2476,False,139,316,False,43,676
07/01/2015 02:00,1,170.8870275,450.2468497,97.37932334,37.68349669,,,,False,44,315,False,140,2475,False,140,315,False,44,675
07/01/2015 03:00,1,176.2009834,427.2326621,92.91439531,44.90363918,,,,False,45,314,False,141,2474,False,141,314,False,45,674
07/01/2015 04:00,1,153.5334174,396.7974463,120.1978295,33.45640834,,,,False,46,313,False,142,2473,False,142,313,False,46,673
07/01/2015 05:00,1,180.6676289,379.9161671,110.1616707,41.22797023,,,,False,47,312,False,143,2472,False,143,312,False,47,672
07/01/2015 06:00,1,180.7833309,421.6760657,83.67332445,39.450313,,,,False,48,311,False,144,2471,False,144,311,False,48,671
07/01/2015 07:00,1,173.774766,434.6073146,105.0483401,47.57123296,,,,False,49,310,False,145,2470,False,145,310,False,49,670
07/01/2015 08:00,1,190.3591165,453.1424939,101.9047485,29.13390458,,,,False,50,309,False,146,2469,False,146,309,False,50,669
07/01/2015 09:00,1,176.0670271,453.2200052,84.40128053,54.91954657,,,,False,51,308,False,147,2468,False,147,308,False,51,668
07/01/2015 10:00,1,173.965464,440.1254856,81.95558715,41.06781362,,,,False,52,307,False,148,2467,False,148,307,False,52,667
07/01/2015 11:00,1,174.0206586,455.2108751,89.99396745,39.76714979,,,,False,53,306,False,149,2466,False,149,306,False,53,666
07/01/2015 12:00,1,176.5539587,544.8578203,107.9648015,35.55542253,,,,False,54,305,False,150,2465,False,150,305,False,54,665
07/01/2015 13:00,1,185.9018586,431.6564237,97.67473919,43.31438643,,,,False,55,304,False,151,2464,False,151,304,False,55,664
07/01/2015 14:00,1,176.7828559,406.9097409,84.95963715,45.74333272,,,,False,56,303,False,152,2463,False,152,303,False,56,663
07/01/2015 15:00,1,179.9479792,478.9112596,92.06754059,38.41138464,,,,False,57,302,False,153,2462,False,153,302,False,57,662
07/01/2015 16:00,1,152.9543967,432.437094,104.1739317,42.46312589,,,,False,58,301,False,154,2461,False,154,301,False,58,661
07/01/2015 17:00,1,164.4425372,496.3298204,109.311497,48.64716089,,,,False,59,300,False,155,2460,False,155,300,False,59,660
07/01/2015 18:00,1,192.1545438,432.1976817,84.4729306,45.44353189,,,,False,60,299,False,156,2459,False,156,299,False,60,659
07/01/2015 19:00,1,151.6414437,440.1338947,90.77146842,47.06710941,,,,False,61,298,False,157,2458,False,157,298,False,61,658
07/01/2015 20:00,1,173.8710258,496.517349,102.5764879,35.51102848,,,,False,62,297,False,158,2457,False,158,297,False,62,657
07/01/2015 21:00,1,176.0750421,420.8466008,104.8584067,47.39721416,,,,False,63,296,False,159,2456,False,159,296,False,63,656
07/01/2015 22:00,1,184.6370498,361.5621406,89.74559485,37.46336785,,,,False,64,295,False,160,2455,False,160,295,False,64,655
07/01/2015 23:00,1,164.766849,475.9356505,98.44529031,35.66047277,,,,False,65,294,False,161,2454,False,161,294,False,65,654
08/01/2015 00:00,1,172.3793816,528.5969521,105.0526619,36.865654,,,,False,66,293,False,162,2453,False,162,293,False,66,653
08/01/2015 01:00,1,143.551174,446.0213313,114.9170316,39.34496517,,,,False,67,292,False,163,2452,False,163,292,False,67,652
08/01/2015 02:00,1,175.0789407,460.7915984,88.7295926,41.653703,,,,False,68,291,False,164,2451,False,164,291,False,68,651
08/01/2015 03:00,1,160.0015246,436.240058,94.30992832,43.43998294,,,,False,69,290,False,165,2450,False,165,290,False,69,650
08/01/2015 04:00,1,166.4203006,501.7503462,105.6771996,43.18113656,,,,False,70,289,False,166,2449,False,166,289,False,70,649
08/01/2015 05:00,1,152.1835208,479.9124506,107.6179823,40.33629773,,,,False,71,288,False,167,2448,False,167,288,False,71,648
08/01/2015 06:00,1,175.7740298,410.6896406,111.7051031,36.8614976,,,,False,72,287,False,168,2447,False,168,287,False,72,647
08/01/2015 07:00,1,179.9986927,486.3890886,90.18467521,44.28970923,,,,False,73,286,False,169,2446,False,169,286,False,73,646
08/01/2015 08:00,1,165.4307917,470.8688108,97.5780294,39.71746846,,,,False,74,285,False,170,2445,False,170,285,False,74,645
08/01/2015 09:00,1,197.375166,406.0459208,100.6681423,39.80892796,,,,False,75,284,False,171,2444,False,171,284,False,75,644
08/01/2015 10:00,1,180.0583906,450.4293444,81.56528795,40.08836736,,,,False,76,283,False,172,2443,False,172,283,False,76,643
08/01/2015 11:00,1,184.2294886,428.9966581,112.2446375,43.89389763,,,,False,77,282,False,173,2442,False,173,282,False,77,642
08/01/2015 12:00,1,200.741045,366.2010761,112.3973698,29.03139156,,,,False,78,281,False,174,2441,False,174,281,False,78,641
08/01/2015 13:00,1,160.2332959,460.1353344,90.87770957,43.38524384,,,,False,79,280,False,175,2440,False,175,280,False,79,640
08/01/2015 14:00,1,182.1292891,429.8357948,94.3663275,36.74996449,,,,False,80,279,False,176,2439,False,176,279,False,80,639
08/01/2015 15:00,1,184.7987092,457.6906111,113.8227741,42.0625118,,,,False,81,278,False,177,2438,False,177,278,False,81,638
08/01/2015 16:00,1,169.9074381,459.1650383,99.67254399,39.38682757,,,,False,82,277,False,178,2437,False,178,277,False,82,637
08/01/2015 17:00,1,174.7857854,411.7415783,91.6270535,35.86338955,,,,False,83,276,False,179,2436,False,179,276,False,83,636
08/01/2015 18:00,1,154.8226715,377.9691172,94.2079538,39.59412146,,,,False,84,275,False,180,2435,False,180,275,False,84,635
08/01/2015 19:00,1,177.0525132,405.326954,107.2539394,33.18989316,,,,False,85,274,False,181,2434,False,181,274,False,85,634
08/01/2015 20:00,1,159.485445,437.3151601,113.2961212,34.01865177,,,,False,86,273,False,182,2433,False,182,273,False,86,633
08/01/2015 21:00,1,182.2052429,440.6744257,110.2080162,45.53442151,,,,False,87,272,False,183,2432,False,183,272,False,87,632
08/01/2015 22:00,1,157.8285382,493.9143879,107.9537533,41.38599468,,,,False,88,271,False,184,2431,False,184,271,False,88,631
08/01/2015 23:00,1,174.7909623,460.341073,104.3951084,33.08357812,,,,False,89,270,False,185,2430,False,185,270,False,89,630
09/01/2015 00:00,1,157.3021602,526.1685221,103.5215728,37.93042634,,,,False,90,269,False,186,2429,False,186,269,False,90,629
09/01/2015 01:00,1,166.3135523,426.5259115,104.5487645,40.69963651,,,,False,91,268,False,187,2428,False,187,268,False,91,628
09/01/2015 02:00,1,146.7071148,500.3968836,103.1327063,33.86637333,,,,False,92,267,False,188,2427,False,188,267,False,92,627
09/01/2015 03:00,1,171.9265105,454.0417381,108.215158,42.40622936,,,,False,93,266,False,189,2426,False,189,266,False,93,626
09/01/2015 04:00,1,184.7816508,488.7421745,104.8672713,36.55941778,,,,False,94,265,False,190,2425,False,190,265,False,94,625
09/01/2015 05:00,1,172.7487128,484.7129339,117.1641521,42.67345807,,,,False,95,264,False,191,2424,False,191,264,False,95,624
09/01/2015 06:00,1,143.5065618,438.7059292,94.27311897,47.92907674,,,,False,96,263,False,192,2423,False,192,263,False,96,623
09/01/2015 07:00,1,160.6919946,481.5723871,101.9583709,33.33351683,,,,False,97,262,False,193,2422,False,193,262,False,97,622
09/01/2015 08:00,1,194.8406456,481.8769629,93.62114204,33.15271059,,,,False,98,261,False,194,2421,False,194,261,False,98,621
09/01/2015 09:00,1,197.1470808,409.4549402,97.50534558,36.24650463,,,,False,99,260,False,195,2420,False,195,260,False,99,620
09/01/2015 10:00,1,152.3744485,499.8680935,99.5990862,39.94008436,,,,False,100,259,False,196,2419,False,196,259,False,100,619
09/01/2015 11:00,1,164.4994511,439.725423,107.2136558,37.57264896,,,,False,101,258,False,197,2418,False,197,258,False,101,618
09/01/2015 12:00,1,175.3043817,486.6606798,92.56241563,38.57905773,,,,False,102,257,False,198,2417,False,198,257,False,102,617
09/01/2015 13:00,1,174.7873433,510.5555873,104.7991825,43.36028001,,,,False,103,256,False,199,2416,False,199,256,False,103,616
09/01/2015 14:00,1,161.3006452,427.9973864,82.65325336,45.05053405,,,,False,104,255,False,200,2415,False,200,255,False,104,615
09/01/2015 15:00,1,155.7008195,408.579068,105.8040233,35.38017507,,,,False,105,254,False,201,2414,False,201,254,False,105,614
09/01/2015 16:00,1,167.3085712,513.1649452,97.04032058,43.0181039,,,,False,106,253,False,202,2413,False,202,253,False,106,613
09/01/2015 17:00,1,185.1471232,401.6004595,87.1771446,35.0286649,,,,False,107,252,False,203,2412,False,203,252,False,107,612
09/01/2015 18:00,1,170.3543992,407.8416203,108.5160918,31.46631089,,,,False,108,251,False,204,2411,False,204,251,False,108,611
09/01/2015 19:00,1,160.2645767,465.3293651,100.7449471,34.28591519,,,,False,109,250,False,205,2410,False,205,250,False,109,610
09/01/2015 20:00,1,162.4343867,472.4836789,110.8811897,36.99791042,,,,False,110,249,False,206,2409,False,206,249,False,110,609
09/01/2015 21:00,1,194.2158724,464.734076,87.69343824,42.76462754,,,,False,111,248,False,207,2408,False,207,248,False,111,608
09/01/2015 22:00,1,163.2956028,462.1064707,87.71402374,32.34060726,,,,False,112,247,False,208,2407,False,208,247,False,112,607
09/01/2015 23:00,1,181.4476514,552.372925,101.8718543,45.13330403,,,,False,113,246,False,209,2406,False,209,246,False,113,606
10/01/2015 00:00,1,192.0757803,457.7916081,102.7037764,40.89589375,,,,False,114,245,False,210,2405,False,210,245,False,114,605
10/01/2015 01:00,1,176.6549736,416.4290998,108.0937083,45.83473502,,,,False,115,244,False,211,2404,False,211,244,False,115,604
